time,radius,area_2d,volume_3d
0.0,1.0,3.141592653589793,4.1887902047863905
0.25,0.75,1.7671458676442586,1.7671458676442586
0.5,0.5,0.7853981633974483,0.5235987755982988
0.75,0.25,0.19634954084936207,0.06544984694978735
0.9,0.09999999999999998,0.03141592653589792,0.004188790204786388
