time,variance,peak_amplitude,centroid_x
0.0,0.0025000000000000005,63.66197723675813,0.0
0.1,0.0025200000000000005,63.15672344916481,0.1
0.25,0.0025500000000000006,62.41370317329227,0.25
0.5,0.0026000000000000003,61.21343965072897,0.5
1.0,0.0027000000000000006,58.94627521922048,1.0
