id,variant,xname,x,grid,ranks,dim,N,Da,n_per_layer,mg_iters,mg_res,area,area_rel,Sh,Sh_exact,rel_err,order,F,F_exact,id_sum,id_avg
B-007,C1,phi,0.5,multigrid,16,2,32,0.5,18.1568,16,2.027e-11,1.78253966987,9.948e-10,0.969793917473,0.969998466813,2.108759e-04,,0.969793917473,0.969793917473,8.485e-13,0.000e+00
B-007,C1,phi,1,multigrid,16,2,32,1,9.0784,15,2.504e-11,1.78253966987,9.948e-10,0.892035050723,0.892779942622,8.343511e-04,,0.892035050723,0.892035050723,2.884e-13,0.000e+00
B-007,C1,phi,2,multigrid,16,2,32,2,4.5392,15,8.123e-11,1.78253966987,9.948e-10,0.695481393926,0.697774657598,3.286539e-03,,0.695481393926,0.695481393926,1.211e-13,0.000e+00
B-007,C1,phi,5,multigrid,16,2,32,5,1.81568,15,2.112e-11,1.78253966987,9.948e-10,0.350102916964,0.357353249531,2.028898e-02,,0.350102916964,0.350102916964,1.553e-15,0.000e+00
B-007,C1,phi,10,multigrid,16,2,32,10,0.90784,11,2.930e-11,1.78253966987,9.948e-10,0.176340840694,0.18971996394,7.052038e-02,,0.176340840694,0.176340840694,7.315e-16,0.000e+00
B-007,C1,phi,20,multigrid,16,2,32,20,0.45392,7,4.775e-12,1.78253966987,9.948e-10,0.0787610309931,0.0974670336307,1.919213e-01,,0.0787610309931,0.0787610309931,4.272e-16,0.000e+00
B-007,C1,phi,0.5,multigrid,16,2,64,0.5,36.3136,18,4.644e-11,1.78253967152,7.071e-11,0.969945893321,0.969998466813,5.419956e-05,1.9600,0.969945893322,0.969945893322,1.285e-12,0.000e+00
B-007,C1,phi,1,multigrid,16,2,64,1,18.1568,17,6.445e-11,1.78253967152,7.071e-11,0.89258730827,0.892779942622,2.157691e-04,1.9512,0.89258730827,0.89258730827,3.850e-13,0.000e+00
B-007,C1,phi,2,multigrid,16,2,64,2,9.0784,20,4.441e-11,1.78253967152,7.071e-11,0.697169955262,0.697774657598,8.666155e-04,1.9231,0.697169955262,0.697169955262,8.687e-14,0.000e+00
B-007,C1,phi,5,multigrid,16,2,64,5,3.63136,17,6.746e-11,1.78253967152,7.071e-11,0.355313827748,0.357353249531,5.707019e-03,1.8299,0.355313827748,0.355313827748,1.087e-15,0.000e+00
B-007,C1,phi,10,multigrid,16,2,64,10,1.81568,15,2.393e-11,1.78253967152,7.071e-11,0.185547868279,0.18971996394,2.199081e-02,1.6811,0.185547868279,0.185547868279,0.000e+00,0.000e+00
B-007,C1,phi,20,multigrid,16,2,64,20,0.90784,12,2.009e-11,1.78253967152,7.071e-11,0.0904387881819,0.0974670336307,7.210895e-02,1.4123,0.0904387881819,0.0904387881819,0.000e+00,0.000e+00
B-007,C1,phi,0.5,multigrid,16,2,128,0.5,72.6272,21,7.066e-11,1.78253967164,3.841e-12,0.969985714889,0.969998466813,1.314633e-05,2.0436,0.969985714888,0.969985714888,1.526e-12,0.000e+00
B-007,C1,phi,1,multigrid,16,2,128,1,36.3136,21,4.437e-11,1.78253967164,3.841e-12,0.892732992779,0.892779942622,5.258837e-05,2.0367,0.892732992779,0.892732992779,1.339e-13,0.000e+00
B-007,C1,phi,2,multigrid,16,2,128,2,18.1568,19,3.762e-11,1.78253967164,3.841e-12,0.69762474616,0.697774657598,2.148422e-04,2.0121,0.69762474616,0.69762474616,3.500e-14,0.000e+00
B-007,C1,phi,5,multigrid,16,2,128,5,7.26272,19,8.286e-11,1.78253967164,3.841e-12,0.356820914407,0.357353249531,1.489661e-03,1.9378,0.356820914407,0.356820914407,1.833e-14,0.000e+00
B-007,C1,phi,10,multigrid,16,2,128,10,3.63136,18,4.189e-11,1.78253967164,3.841e-12,0.18855050284,0.18971996394,6.164144e-03,1.8349,0.18855050284,0.18855050284,2.926e-16,0.000e+00
B-007,C1,phi,20,multigrid,16,2,128,20,1.81568,16,2.332e-11,1.78253967164,3.841e-12,0.0952292257919,0.0974670336307,2.295964e-02,1.6511,0.0952292257919,0.0952292257919,4.272e-16,0.000e+00
B-007,C1,phi,0.5,multigrid,16,2,256,0.5,145.254,21,9.355e-11,1.78253967165,2.529e-13,0.969995333425,0.969998466813,3.230302e-06,2.0249,0.969995333425,0.969995333425,2.003e-14,0.000e+00
B-007,C1,phi,1,multigrid,16,2,256,1,72.6272,20,8.598e-11,1.78253967165,2.529e-13,0.892768389224,0.892779942622,1.294093e-05,2.0228,0.892768389224,0.892768389224,7.710e-15,0.000e+00
B-007,C1,phi,2,multigrid,16,2,256,2,36.3136,400,1.473e-10,1.78253967165,2.529e-13,0.69773730433,0.697774657598,5.353199e-05,2.0048,0.69773730433,0.69773730433,1.432e-15,0.000e+00
B-007,C1,phi,5,multigrid,16,2,256,5,14.5254,400,1.320e-10,1.78253967165,2.529e-13,0.357216437936,0.357353249531,3.828469e-04,1.9601,0.357216437936,0.357216437936,1.243e-15,0.000e+00
B-007,C1,phi,10,multigrid,16,2,256,10,7.26272,21,9.848e-11,1.78253967165,2.529e-13,0.189408647647,0.18971996394,1.640925e-03,1.9094,0.189408647647,0.189408647647,2.926e-16,0.000e+00
B-007,C1,phi,20,multigrid,16,2,256,20,3.63136,400,1.077e-10,1.78253967165,2.529e-13,0.0968324320608,0.0974670336307,6.510936e-03,1.8182,0.0968324320608,0.0968324320608,2.848e-16,0.000e+00
