id,variant,xname,x,grid,ranks,dim,N,Da,n_per_layer,mg_iters,mg_res,area,area_rel,Sh,Sh_exact,rel_err,order,F,F_exact,id_sum,id_avg
B-003,B5,Fo,0.025,multigrid,8,3,16,0,0.505964,159,8.924e-11,0.502233497742,8.382e-04,10.0626114891,9.13649646461,1.013643e-01,,0.025,0.025,0.000e+00,0.000e+00
B-003,B5,Fo,0.05,multigrid,8,3,16,0,0.715542,159,8.924e-11,0.502233497742,8.382e-04,7.4980765914,7.04626504404,6.412071e-02,,0.05,0.025,0.000e+00,0.000e+00
B-003,B5,Fo,0.1,multigrid,8,3,16,0,1.01193,159,8.924e-11,0.502233497742,8.382e-04,5.55492267224,5.56824823231,2.393133e-03,,0.1,0.025,0.000e+00,0.000e+00
B-003,B5,Fo,0.2,multigrid,8,3,16,0,1.43108,159,8.924e-11,0.502233497742,8.382e-04,4.43511524695,4.52313252202,1.945936e-02,,0.2,0.025,0.000e+00,0.000e+00
B-003,B5,Fo,0.35,multigrid,8,3,16,0,1.89315,159,8.924e-11,0.502233497742,8.382e-04,3.81490399653,3.90730890804,2.364925e-02,,0.35,0.025,0.000e+00,0.000e+00
B-003,B5,Fo,0.5,multigrid,8,3,16,0,2.26274,159,8.924e-11,0.502233497742,8.382e-04,3.50821791392,3.59576912161,2.434840e-02,,0.5,0.025,0.000e+00,0.000e+00
B-003,B5,Fo,0.025,multigrid,8,3,32,0,1.01193,395,9.233e-11,0.503545796343,1.773e-03,10.1171628578,9.13649646461,1.073351e-01,-0.0826,0.025,0.0125,0.000e+00,0.000e+00
B-003,B5,Fo,0.05,multigrid,8,3,32,0,1.43108,395,9.233e-11,0.503545796343,1.773e-03,7.15488137871,7.04626504404,1.541474e-02,2.0565,0.05,0.0125,0.000e+00,0.000e+00
B-003,B5,Fo,0.1,multigrid,8,3,32,0,2.02386,395,9.233e-11,0.503545796343,1.773e-03,5.55890123288,5.56824823231,1.678625e-03,0.5116,0.1,0.0125,0.000e+00,0.000e+00
B-003,B5,Fo,0.2,multigrid,8,3,32,0,2.86217,395,9.233e-11,0.503545796343,1.773e-03,4.49405237006,4.52313252202,6.429206e-03,1.5978,0.2,0.0125,0.000e+00,0.000e+00
B-003,B5,Fo,0.35,multigrid,8,3,32,0,3.78629,395,9.233e-11,0.503545796343,1.773e-03,3.87734104739,3.90730890804,7.669693e-03,1.6246,0.35,0.0125,0.000e+00,0.000e+00
B-003,B5,Fo,0.5,multigrid,8,3,32,0,4.52548,395,9.233e-11,0.503545796343,1.773e-03,3.56748100556,3.59576912161,7.867056e-03,1.6299,0.5,0.0125,0.000e+00,0.000e+00
B-003,B5,Fo,0.025,multigrid,8,3,64,0,2.02386,986,9.987e-11,0.502682190257,5.444e-05,9.32372190867,9.13649646461,2.049204e-02,2.3890,0.025,0.00625,0.000e+00,0.000e+00
B-003,B5,Fo,0.05,multigrid,8,3,64,0,2.86217,986,9.987e-11,0.502682190257,5.444e-05,7.07618369611,7.04626504404,4.246030e-03,1.8601,0.05,0.00625,0.000e+00,0.000e+00
B-003,B5,Fo,0.1,multigrid,8,3,64,0,4.04772,986,9.987e-11,0.502682190257,5.444e-05,5.56868418517,5.56824823231,7.829264e-05,4.4223,0.1,0.00625,0.000e+00,0.000e+00
B-003,B5,Fo,0.2,multigrid,8,3,64,0,5.72433,986,9.987e-11,0.502682190257,5.444e-05,4.51772290436,4.52313252202,1.195989e-03,2.4264,0.2,0.00625,0.000e+00,0.000e+00
B-003,B5,Fo,0.35,multigrid,8,3,64,0,7.57258,986,9.987e-11,0.502682190257,5.444e-05,3.90132060417,3.90730890804,1.532590e-03,2.3232,0.35,0.00625,0.000e+00,0.000e+00
B-003,B5,Fo,0.5,multigrid,8,3,64,0,9.05097,986,9.987e-11,0.502682190257,5.444e-05,3.59012088857,3.59576912161,1.570800e-03,2.3243,0.5,0.00625,0.000e+00,0.000e+00
B-003,B5,Fo,0.025,multigrid,8,3,128,0,4.04772,2256,9.982e-11,0.502654487605,6.704e-07,9.17939897956,9.13649646461,4.695729e-03,2.1256,0.025,0.003125,0.000e+00,0.000e+00
B-003,B5,Fo,0.05,multigrid,8,3,128,0,5.72433,2256,9.982e-11,0.502654487605,6.704e-07,7.05389732,7.04626504404,1.083166e-03,1.9709,0.05,0.003125,0.000e+00,0.000e+00
B-003,B5,Fo,0.1,multigrid,8,3,128,0,8.09543,2256,9.982e-11,0.502654487605,6.704e-07,5.56853754713,5.56824823231,5.195796e-05,0.5915,0.1,0.003125,0.000e+00,0.000e+00
B-003,B5,Fo,0.2,multigrid,8,3,128,0,11.4487,2256,9.982e-11,0.502654487605,6.704e-07,4.5218734439,4.52313252202,2.783642e-04,2.1032,0.2,0.003125,0.000e+00,0.000e+00
B-003,B5,Fo,0.35,multigrid,8,3,128,0,15.1452,2256,9.982e-11,0.502654487605,6.704e-07,3.90588417413,3.90730890804,3.646330e-04,2.0715,0.35,0.003125,0.000e+00,0.000e+00
B-003,B5,Fo,0.5,multigrid,8,3,128,0,18.1019,2256,9.982e-11,0.502654487605,6.704e-07,3.59445544428,3.59576912161,3.653397e-04,2.1042,0.5,0.003125,0.000e+00,0.000e+00
