id,variant,xname,x,grid,ranks,dim,N,Da,n_per_layer,mg_iters,mg_res,area,area_rel,Sh,Sh_exact,rel_err,order,F,F_exact,id_sum,id_avg
B-012,G3,Pe,300,multigrid,16,2,128,300,77,21,5.821e-11,2,0.000e+00,0.676188764691,1,3.238112e-01,,-0.584666837281,-0.333333333333,7.540e-01,1.300e+01
B-012,G3,Pe,300,multigrid,16,2,256,300,153,400,1.164e-10,2,0.000e+00,0.84297236149,1,1.570276e-01,1.0441,-0.508902396602,-0.333333333333,5.267e-01,2.500e+01
B-012,G3,Pe,300,multigrid,16,2,512,300,307,400,2.910e-10,2,0.000e+00,0.960783517725,1,3.921648e-02,2.0015,-0.45670682036,-0.333333333333,3.701e-01,5.100e+01
