time,radius_epstein_plesset,radius_quasi_steady
0.0,0.5,0.5
0.05004168999999628,0.4275140192717256,0.4795657660842791
0.1000456899999883,0.38185540032133425,0.4582376283109067
0.1500012899999796,0.3380420341661278,0.4358893024610815
0.20007728999997054,0.2927125589903384,0.4122730697001828
0.25010000999996124,0.24343598861718885,0.38724668623503483
0.3000848399999518,0.18604812390581887,0.36050806371011906
0.3501088899999422,0.1078152112572171,0.33159680939361147
0.37711880999993697,0.009551756777900199,0.314884861497064
