time,quasi_static_thickness,quasi_static_velocity,transient_thickness,transient_velocity
0.0,1.0,-8.888888888888889e-05,1.0,-0.0020185060176161284
1.0,0.9999111111111111,-8.888888888888889e-05,0.9992768549401166,-0.0004404741245928464
10.0,0.9991111111111111,-8.888888888888889e-05,0.997340124417841,-0.00014237443701097343
25.0,0.9977777777777778,-8.888888888888889e-05,0.9956838226712156,-9.018019821449182e-05
50.0,0.9955555555555555,-8.888888888888889e-05,0.9938155833745813,-6.379887339840427e-05
100.0,0.9911111111111112,-8.888888888888889e-05,0.9911725607886877,-4.5123887121809106e-05
